zoneid,81sas100929,81sas100930,81sas100931,81sas100932,81sas100933,81sas100934,81sas100935,81sas100936,81sas100937,81sas100938,81sas100939,81sas100940,81sas100941,81sas100942,81sas100943,81sas100944,81sas100945,81sas100946,81sas100947,81sas100948,81sas100949,81sas100950,81sas100951,81sas100952,81sas100953,81sas100954,81sas100955,81sas100956,81sas100957,81sas100958,81sas100959,81sas100960,81sas100961,81sas100962,81sas100963,81sas100964,81sas100965,81sas100966,81sas100967,81sas100968,81sas100969,81sas100970,81sas100971,81sas100972,81sas100973,81sas100974,81sas100975,81sas100976,81sas100977,81sas100978,81sas100979,81sas100980,81sas100981,81sas100982,81sas100983,81sas100984,81sas100985,81sas100986,81sas100987,81sas100988,81sas100989,81sas100990,81sas100991,81sas100992,81sas100993,81sas100994,81sas100995,81sas100996,81sas100997,81sas100998,81sas100999,81sas101000,81sas101001,81sas101002,81sas101003,81sas101004,81sas101005,81sas101006,81sas101007,81sas101008,81sas101009,81sas101010,81sas101011,81sas101012,81sas101013,81sas101014,81sas101015,81sas101016,81sas101017,81sas101018,81sas101019,81sas101020,81sas101021,81sas101022,81sas101023,81sas101024,81sas101025,81sas101026,81sas101027,81sas101028,81sas101029,81sas101030,81sas101031,81sas101032,81sas101033,81sas101034,81sas101035,81sas101036,81sas101037,81sas101038,81sas101039,81sas101040,81sas101041,81sas101042,81sas101043,81sas101044,81sas101045,81sas101046,81sas101047,81sas101048,81sas101049,81sas101050,81sas101051,81sas101052,81sas101053,81sas101054,81sas101055,81sas101056,81sas101057,81sas101058,81sas101059,81sas101060,81sas101061,81sas101062,81sas101063,81sas101064,81sas101065,81sas101066,81sas101067,81sas101068,81sas101069,81sas101070,81sas101071,81sas101072,81sas101073,81sas101074,81sas101075,81sas101076,81sas101077,81sas101078,81sas101079,81sas101080,81sas101081,81sas101082,81sas101083,81sas101084,81sas101085,81sas101086,81sas101087,81sas101088,81sas101089,81sas101090,81sas101091,81sas101092,81sas101093,81sas101094,81sas101095,81sas101096,81sas101097,81sas101098,81sas101099,81sas101100,81sas101101,81sas101102,81sas101103,81sas101104,81sas101105,81sas101106,81sas101107,81sas101108,81sas101109,81sas101110,81sas101111,81sas101112,81sas101113,81sas101114,81sas101115,81sas101116,81sas101117,81sas101118,81sas101119,81sas101120,81sas101121,81sas101122,81sas101123,81sas101124,81sas101125,81sas101126,81sas101127,81sas101128,81sas101129,81sas101130,81sas101131,81sas101132,81sas101133,81sas101134,81sas101135,81sas101136,81sas101137,81sas101138,81sas101139,81sas101140,81sas101141,81sas101142,81sas101143,81sas101144,81sas101145,81sas101146,81sas101147,81sas101148
43        ,215519,204871,1501,4301,4846,5975,8018,1080,579979,559887,2239,9594,8259,10212,15900,1654,603,3739,3166,22039,66684,129920,213986,203809,1497,4145,4535,5592,7623,1070,576753,557644,2230,9269,7610,9428,15061,1632,128486,124523,186,1655,2122,2687,3212,147,350926,343768,451,3204,3503,4446,5764,338,52275,50288,402,1501,84,201,1468,93,143703,138882,504,4119,198,430,4085,175,3914,3788,75,25,26,42,35,61,7917,7754,90,36,37,56,54,74,1223,1205,5,5,8,8,13,2,4041,3987,19,14,21,21,35,11,8017,7821,31,85,80,97,148,24,25602,25168,64,219,151,190,331,46,15865,12781,201,767,2116,2413,2586,173,36106,30719,357,1484,3546,4062,4514,284,4206,3403,597,107,99,144,161,570,8458,7366,745,193,154,223,278,704,484,3667,2717,21746,128,1227,810,7131,188,1870,1283,11515,12,47,33,252,5,32,29,182,22,205,136,1199,68,229,279,1222,61,57,147,245,66212,129187,27655,50201,26328,58396,2334,3688,59,144,1221,3139,7090,11323,1525,2296,1533,1062,4,156,311,383,395,10,3226,2243,9,325,649,784,839,22,119,72,449,293,472,733
44        ,353585,342882,4310,3573,2820,3816,5397,3397,967683,948076,6208,8222,5177,6873,11703,5015,1360,5941,6389,33665,79656,143864,349698,339828,4293,3286,2291,3188,4680,3385,959705,942044,6168,7647,3846,5385,9954,4986,240709,238532,410,1126,641,982,1426,314,678931,674493,985,2355,1098,1704,2847,750,64316,61709,1390,1122,95,229,1083,766,177769,172273,1833,3411,252,514,3401,1148,6790,6397,350,28,15,26,32,264,13685,13230,378,52,25,44,58,285,1043,1028,6,6,3,5,7,5,3244,3208,15,17,4,8,17,14,9012,8753,160,81,18,27,90,145,27336,26858,252,196,30,51,205,221,18259,15595,391,825,1448,1803,1918,363,37410,32996,629,1445,2340,2889,3236,578,9569,7814,1586,98,71,116,124,1528,21330,18986,2076,171,97,175,190,1990,1109,5779,5399,33022,297,2073,1786,11947,372,2884,2225,16982,42,124,115,594,7,35,42,190,76,276,347,1484,81,246,307,1218,234,141,577,607,78390,141820,32716,54562,29078,60396,3339,4717,87,195,1703,4250,8774,13492,2693,4208,3887,3054,17,287,529,628,717,12,7978,6032,40,575,1331,1488,1749,29,251,162,990,643,1266,2044
45        ,166410,161407,1001,2199,1803,2219,3586,855,463904,454367,1465,4976,3096,3866,7302,1242,613,4022,3869,23877,49957,105556,165202,160417,999,2115,1671,2064,3393,854,461485,452471,1459,4763,2792,3509,6838,1237,106016,104081,125,977,833,1040,1603,102,306667,302900,353,2020,1394,1768,3040,269,39727,38927,175,606,19,63,581,83,109516,107517,210,1736,53,163,1679,117,3432,3374,27,13,18,20,29,24,7632,7545,34,24,29,32,50,29,874,857,6,3,8,8,11,5,2891,2841,13,14,23,23,37,12,3539,3438,45,38,18,24,50,44,11099,10898,69,100,32,45,119,66,8738,7504,87,408,739,847,1039,77,18377,16279,139,751,1208,1381,1786,129,2876,2236,534,70,36,62,80,519,5303,4491,641,118,53,97,127,615,535,3981,3571,23717,224,1792,1656,10767,203,1789,1462,10769,10,89,38,468,3,30,15,168,16,115,92,670,40,132,207,729,39,34,101,146,49566,104947,19598,39887,21782,50322,1765,3285,50,106,761,2158,4319,7273,1291,1916,1208,990,2,84,132,155,193,1,2419,1896,6,213,304,357,464,5,78,41,298,160,391,609
46        ,248608,242512,3228,1778,1090,1648,2310,2726,636824,626692,4274,3966,1892,2855,4895,3628,807,3463,3584,20064,73895,130746,247225,241456,3222,1675,872,1388,2031,2718,634071,624639,4265,3750,1417,2290,4294,3606,167329,166170,272,579,308,513,682,222,434265,431979,598,1161,527,894,1321,483,49521,48137,765,593,26,114,531,482,134652,131916,949,1727,60,230,1617,640,4498,4238,241,17,2,12,9,174,8830,8547,249,29,5,21,18,182,991,971,11,7,2,3,8,10,3061,3007,29,18,7,8,24,27,5654,5550,57,34,13,20,40,52,16597,16397,107,73,20,34,79,89,13311,12045,372,395,499,681,712,329,25756,23807,516,663,770,1045,1158,456,5921,4345,1504,50,22,45,49,1449,10910,8986,1817,79,28,58,77,1729,727,3405,3277,19835,205,1338,1097,7789,241,1675,1390,10028,15,57,49,278,5,19,16,105,27,129,119,729,50,124,185,619,184,63,421,287,73413,129999,37241,60754,22781,48659,2575,3898,82,200,935,2143,7028,10470,2771,3875,1383,1056,6,103,218,260,279,8,2753,2053,9,216,475,565,601,22,80,58,307,229,482,747
47        ,182060,176720,1312,2053,1975,2777,3226,971,503181,493600,1928,4278,3375,4778,6250,1463,625,3894,3598,22781,53414,108950,180694,175660,1309,1936,1789,2571,2943,967,500419,491560,1923,3962,2974,4345,5565,1455,106381,104104,142,1119,1016,1468,1683,115,298809,294572,356,2176,1705,2476,3110,290,47453,46726,439,267,21,115,194,168,130985,129633,568,743,41,258,567,258,2674,2603,43,22,6,27,7,28,5329,5227,56,37,9,44,11,34,1378,1356,9,11,2,3,12,8,4530,4466,31,27,6,8,31,28,9565,9451,41,49,24,33,64,34,31048,30798,80,134,36,61,145,55,8454,7303,85,394,672,852,886,79,18986,17013,143,725,1105,1390,1545,129,4789,4117,550,74,48,73,97,535,10732,9851,689,120,72,108,156,661,511,3846,3149,22576,151,1274,908,7466,250,2036,1829,12175,3,38,16,214,4,31,23,183,20,275,130,1578,26,128,108,668,57,64,135,292,52997,108282,19870,36712,24292,54262,1526,2374,93,271,2014,5911,3532,5834,1670,2918,1366,1060,3,117,186,206,283,4,2762,2040,5,316,401,433,685,8,114,48,449,205,417,668
48        ,139698,134421,1217,1908,2152,2637,3575,1115,380773,370344,1941,4563,3925,4892,7521,1729,626,3426,3545,20166,46925,94677,139198,134102,1211,1859,2026,2484,3427,1112,379593,369616,1934,4443,3600,4501,7142,1726,86857,84826,154,801,1076,1327,1626,124,243175,238981,404,1793,1997,2498,3289,323,38664,38030,76,529,29,80,507,40,105729,103925,150,1593,61,203,1512,82,963,884,3,74,2,4,74,3,1944,1765,3,173,3,5,174,3,808,777,4,14,13,17,23,3,2807,2714,15,44,34,41,71,12,1687,1637,9,23,18,22,37,8,5259,5146,24,53,36,46,79,22,7691,6285,200,370,836,962,1080,187,16175,13772,302,716,1385,1597,1889,279,2528,1663,765,48,52,72,80,747,4504,3313,1036,71,84,111,128,1005,545,3397,3195,20052,137,1257,850,7319,238,1875,1775,11402,2,9,12,51,0,20,0,124,14,45,78,264,40,127,171,641,114,64,309,251,46768,94412,18222,33223,22359,51389,526,863,29,73,227,516,3901,6074,1504,2274,500,319,6,49,126,153,148,3,1180,728,7,120,325,391,379,3,81,29,350,114,157,265
49        ,117700,109274,790,3208,4428,5260,6804,638,318814,301740,1389,6869,8816,10373,14128,1134,565,2385,2708,13803,37100,72844,116330,108723,761,3062,3784,4542,6088,611,315693,300431,1315,6550,7397,8798,12546,1065,72175,67252,184,2236,2503,2986,4256,149,197454,187292,465,4766,4931,5818,8810,369,31038,30627,171,187,53,115,178,76,84992,84161,239,494,98,249,441,122,446,425,5,3,13,14,15,5,982,948,9,4,21,22,24,9,1097,1011,12,21,53,57,70,11,3751,3490,43,72,146,159,205,35,2199,2144,13,21,21,29,34,13,7005,6881,22,60,42,53,91,22,6944,5290,87,513,1054,1225,1396,81,16539,13334,170,1013,2022,2319,2738,157,2431,1974,289,81,87,116,139,276,4970,4325,367,141,137,178,237,351,304,2276,1709,13390,108,829,591,4923,114,1161,795,6981,1,7,5,33,2,21,11,116,7,51,41,289,23,157,125,825,49,50,141,223,36629,72068,16112,27942,16311,36938,206,353,48,117,270,705,2714,4423,968,1590,1370,551,29,146,644,718,716,27,3121,1309,74,319,1419,1575,1582,69,261,109,999,413,471,776
50        ,155023,146398,973,4198,3454,4399,6707,822,432543,414676,1618,9702,6547,8423,14373,1384,556,3914,3207,23191,61909,138425,154635,146150,970,4147,3368,4285,6598,818,431676,414111,1613,9601,6351,8176,14127,1378,84965,80116,154,2550,2145,2765,4075,126,243338,232992,447,5711,4188,5428,8659,365,58531,57438,318,694,81,170,686,208,162840,160188,478,1985,189,417,1946,346,1131,1083,9,16,23,32,30,8,2721,2636,11,37,37,57,54,10,489,455,2,18,14,18,28,2,1594,1504,5,54,31,40,76,5,1675,1542,9,113,11,18,117,10,5310,4918,11,350,31,45,367,15,6145,4311,111,696,1027,1194,1556,107,12842,9511,203,1363,1765,2043,2850,194,1699,1205,367,60,67,88,106,357,3031,2362,458,101,110,146,175,443,505,3879,3014,23061,167,1350,1092,7969,252,2275,1615,13770,7,29,25,171,1,16,5,80,10,70,51,380,25,105,120,539,43,34,106,152,61772,138172,22567,47063,33659,81248,641,1298,31,75,323,906,3659,6238,892,1344,388,248,3,51,86,114,109,4,867,565,5,101,196,247,246,6,51,35,193,130,137,253
51        ,81612,76481,625,1538,2968,3823,3651,555,217319,207768,1150,3096,5305,6864,6842,982,355,1850,1969,11009,27007,52651,81180,76296,624,1466,2794,3608,3446,553,216329,207315,1148,2929,4937,6400,6403,980,49458,46996,128,797,1537,2033,1838,100,131222,126663,356,1534,2669,3563,3309,280,20521,20127,69,251,74,124,275,42,58487,57562,181,600,144,249,639,111,602,562,7,12,21,28,26,6,1348,1271,13,26,38,48,54,12,698,638,2,13,45,50,53,2,2376,2220,8,38,110,126,132,8,1614,1566,10,15,23,28,33,10,5140,5007,20,42,71,83,101,20,6196,4795,94,310,997,1208,1096,90,13710,11221,160,574,1755,2120,1964,156,2091,1612,314,68,97,137,125,303,4046,3371,410,115,150,211,204,393,272,1806,1660,10850,65,586,392,3439,130,1015,985,6322,2,11,13,58,2,13,7,85,8,39,52,219,12,105,65,569,53,37,146,158,26868,52388,11353,18911,11139,26474,286,477,35,62,214,500,2819,4341,1022,1623,432,185,1,72,174,215,205,2,990,453,2,167,368,464,439,2,83,44,309,159,139,263
52        ,187817,168082,625,9447,9663,11413,17360,421,530064,486677,1247,22640,19500,23266,38374,825,712,5185,4573,30721,83390,194923,187328,167831,621,9381,9495,11213,17158,417,528959,486088,1240,22526,19105,22823,37913,818,119363,105604,214,7393,6152,7447,12250,154,339744,308741,586,17545,12872,15719,27570,380,54622,53530,225,746,121,201,787,91,157902,155036,345,2223,298,513,2306,159,1422,1327,2,32,61,77,77,1,3752,3531,6,74,141,173,183,1,386,357,5,14,10,12,22,2,1236,1174,11,37,14,18,47,6,1590,1490,5,55,40,48,87,6,5184,4894,8,173,109,131,260,9,8473,4423,66,1056,2928,3220,3692,64,18212,10421,130,2313,5348,5904,7105,125,1472,1100,104,85,183,208,243,99,2929,2291,154,161,323,365,442,138,623,5144,4223,30570,224,1994,1425,11710,321,2830,2381,17062,7,52,42,298,2,9,18,55,12,65,62,369,32,159,206,913,25,35,89,163,83126,194408,40261,88502,34667,89793,853,2025,35,91,476,1449,5997,11095,837,1453,489,251,4,66,168,200,202,4,1105,589,7,114,395,443,461,7,89,41,350,151,264,515
53        ,38805,35994,167,870,1774,2068,2350,138,105987,100229,341,1913,3504,4035,4886,267,121,666,628,3923,10329,19329,38398,35741,167,832,1658,1935,2213,137,105192,99707,341,1842,3302,3805,4641,266,21446,19887,58,523,978,1125,1354,38,59185,55896,154,1149,1986,2239,2882,101,10461,10355,33,53,20,32,61,25,29372,29135,55,141,41,80,143,39,290,285,0,0,5,5,5,0,595,589,0,0,6,6,6,0,662,609,3,12,38,42,46,3,2307,2167,12,39,89,103,114,12,1145,1114,2,16,13,21,21,1,3738,3666,9,41,22,42,43,6,3763,2953,29,211,570,666,685,29,8695,7108,58,441,1088,1248,1369,57,631,538,42,17,34,44,41,41,1300,1146,53,31,70,87,84,51,87,647,519,3850,29,203,178,1217,35,339,250,2075,0,3,0,15,2,8,12,51,5,35,26,209,7,45,30,232,9,14,23,51,10218,19175,3782,6069,4538,9988,131,205,31,78,120,318,1388,2146,228,371,407,253,0,38,116,133,137,1,795,522,0,71,202,230,245,1,34,19,109,73,111,154
54        ,134245,126350,2822,3018,2055,2581,4547,2675,370700,354460,4773,7294,4173,5302,10338,4466,703,3266,3639,19389,54080,121269,133905,126083,2821,2997,2004,2515,4490,2674,369920,353945,4771,7251,3953,5060,10097,4464,82916,79865,507,1670,874,1140,2278,445,237977,230772,1238,4119,1848,2494,5321,1089,32333,31815,108,370,40,86,364,67,92198,90609,276,1215,98,206,1205,196,3270,3097,77,42,54,67,83,68,7625,7281,93,120,131,172,210,74,242,228,3,9,2,2,11,3,746,712,5,25,4,4,29,5,1779,1742,21,14,2,4,14,20,5630,5535,39,53,3,9,50,38,7403,5352,413,676,962,1071,1529,402,14783,10939,724,1369,1751,1961,2910,709,5962,3984,1692,216,70,145,211,1669,10961,8097,2396,350,118,214,372,2353,656,3254,3396,19342,132,1170,937,7347,214,1638,1508,9948,17,110,85,580,0,6,0,35,7,40,38,212,59,134,218,638,227,156,610,582,53947,120987,21846,47187,21324,54122,1945,4168,26,53,383,1081,4853,8521,3570,5855,340,267,1,21,51,66,57,1,780,515,2,43,220,242,241,2,47,12,243,47,133,282
55        ,131424,123192,1144,4357,2731,3256,6563,911,360547,343920,1852,9652,5123,6153,13745,1506,466,3001,2587,17556,53830,117104,130937,122893,1141,4320,2583,3098,6388,909,359411,343309,1848,9579,4675,5688,13241,1503,79922,75427,206,2781,1508,1812,3985,159,224729,215807,532,5653,2737,3321,7806,417,41407,40130,255,885,137,237,922,96,113656,110374,384,2613,285,519,2664,191,1022,980,6,11,25,27,34,6,2532,2452,7,22,51,55,69,7,276,260,2,9,5,6,13,2,951,904,7,32,8,12,36,7,935,903,7,18,7,9,23,6,2878,2794,16,44,24,26,66,15,5053,3529,142,530,852,936,1298,133,10354,7537,254,1068,1495,1645,2413,240,2322,1664,523,86,49,71,113,507,4311,3441,648,147,75,110,187,626,382,2980,2222,17479,74,883,418,5263,204,1900,1459,11242,4,26,17,147,1,14,11,77,4,24,16,123,27,88,136,452,68,45,165,175,53656,116799,22992,46267,25431,61366,482,992,23,64,179,450,3298,5700,1251,1960,487,299,3,37,148,158,175,2,1136,611,4,73,448,465,504,3,84,21,365,77,174,305
56        ,36786,35849,58,533,346,825,400,43,95382,93998,139,758,487,1153,579,96,336,2743,2015,13272,14130,27721,36723,35831,57,520,315,784,366,43,95279,93954,137,742,446,1100,534,96,13376,12873,22,312,169,465,185,16,34464,33738,52,444,230,645,259,38,16803,16753,10,29,11,27,24,8,44169,44061,37,56,15,47,39,23,319,316,1,0,2,2,2,0,610,606,2,0,2,2,2,0,449,446,1,2,0,1,1,1,1533,1524,2,7,0,2,5,2,2796,2778,2,8,8,12,12,1,8296,8267,7,12,10,14,18,4,2429,2212,10,124,83,199,91,7,5165,4865,20,166,114,268,126,14,551,453,11,45,42,78,51,10,1042,893,17,57,75,122,85,15,329,2742,1991,13266,49,424,267,2019,224,1942,1397,9370,4,10,29,48,3,25,16,130,23,236,138,1218,19,86,113,396,7,19,31,85,14092,27671,3470,5634,8747,18900,225,360,20,35,405,898,960,1410,265,434,63,18,1,13,31,41,34,0,103,44,2,16,41,53,45,0,7,1,24,6,38,50
57        ,93915,92717,148,492,558,937,671,120,263720,261515,295,912,998,1647,1261,204,1481,9623,9171,47625,40179,92752,93651,92585,148,469,449,812,555,120,263107,261233,295,861,718,1331,966,204,28476,28105,12,181,178,325,212,10,82539,81885,47,301,306,527,386,41,59133,58915,44,114,60,124,110,18,165243,164763,131,260,89,232,206,54,1032,1024,1,1,6,6,7,1,2296,2282,3,2,9,9,11,3,269,266,1,0,2,2,2,0,883,872,5,0,6,6,6,0,1960,1886,57,9,8,14,11,57,6178,6074,63,28,13,28,26,59,1767,1557,10,108,92,193,99,8,3848,3536,14,167,131,284,145,10,1014,832,23,56,103,148,114,26,2120,1821,32,103,164,245,186,37,1432,9608,8970,47570,128,1234,707,6130,1222,7958,7819,39431,19,84,124,405,6,15,34,79,22,193,128,994,17,83,83,365,18,41,75,166,40071,92557,4709,8761,33092,79702,651,1161,20,45,330,791,796,1241,473,856,264,132,0,23,109,125,116,0,613,282,0,51,280,316,295,0,49,15,201,55,108,195
58        ,50641,49792,110,444,295,670,364,78,139674,138136,234,810,494,1130,668,171,803,4502,4730,22298,18182,39934,50273,49583,107,388,195,525,253,77,138903,137671,230,695,307,848,461,170,20871,20522,22,216,111,298,140,17,56253,55643,47,370,193,499,257,41,21190,21104,32,50,4,35,23,14,59323,59122,87,107,7,59,62,52,239,233,2,0,4,4,4,1,599,589,2,0,8,8,8,1,803,790,2,8,3,8,6,1,2790,2759,7,21,3,14,13,4,3438,3410,4,14,10,20,14,2,11173,11117,10,33,13,26,33,3,2973,2822,14,78,59,135,61,11,7183,6947,32,127,77,200,81,26,759,702,31,22,4,25,5,31,1582,1494,45,37,6,42,7,43,761,4474,4574,22196,109,737,628,3694,545,3095,3325,15251,6,24,37,142,7,44,45,232,47,370,286,1942,34,168,201,794,13,36,52,141,18018,39649,4321,7453,11644,28069,152,310,23,48,546,1531,1012,1660,320,578,368,209,3,56,100,145,111,1,771,465,4,115,187,282,207,1,42,28,156,102,164,285
59        ,116891,115117,129,1248,397,1509,533,86,320556,317483,304,2061,708,2437,1040,185,1783,12147,10565,58759,51675,115006,116631,114964,128,1227,312,1405,446,85,319926,317125,303,2015,483,2169,812,184,37333,36626,30,539,138,627,188,24,105055,103920,67,844,224,946,346,50,69013,68756,62,182,13,136,72,26,188811,188235,174,387,15,241,176,80,916,907,1,7,1,7,2,1,2315,2290,2,19,4,19,8,2,324,323,1,0,0,0,0,1,1081,1080,1,0,0,0,0,1,3298,3280,4,14,0,12,2,3,10511,10475,8,28,0,21,7,5,4229,3734,7,370,118,482,124,9,8999,8244,16,556,183,728,194,17,1518,1338,23,115,42,141,58,21,3154,2881,35,181,57,214,81,29,1732,12131,10342,58696,201,2002,1143,9696,1346,9320,8201,45279,23,108,134,515,3,14,15,71,65,350,374,1698,76,278,397,1203,18,59,78,234,51582,114820,8140,14838,38903,90856,590,1300,27,68,840,2446,2307,3898,775,1414,260,153,1,21,85,104,87,1,630,358,1,46,225,268,228,1,51,16,223,63,93,186
60        ,165318,158998,650,2052,3618,5273,4015,552,453145,442041,1255,3793,6056,8958,6947,1064,2723,16978,14647,79616,63262,134410,164208,158319,640,1908,3341,4869,3721,547,450829,440508,1241,3535,5545,8233,6392,1055,67564,65295,163,1024,1082,1959,1229,193,185316,181217,391,1838,1870,3350,2228,400,73354,72664,262,215,213,318,323,63,203746,202476,445,470,355,557,623,143,1420,1358,18,11,33,42,35,16,3221,3125,22,23,51,71,54,24,1387,1341,2,11,33,40,37,1,4745,4637,8,28,72,90,82,3,7328,7210,14,36,68,97,75,13,24244,23996,37,92,119,188,142,26,8471,6346,73,484,1568,1990,1630,146,18857,15311,161,893,2492,3266,2611,279,4684,4105,108,127,344,423,392,115,10700,9746,177,191,586,711,652,180,2643,16910,14331,79343,379,3100,1957,14949,1985,12231,10981,56794,33,143,192,660,9,97,51,528,76,716,462,3646,87,420,414,1896,74,203,274,870,62781,133522,15739,27403,39370,91786,880,1688,76,193,1020,2907,3844,6025,1852,3520,1110,679,10,144,277,404,294,5,2316,1533,14,258,511,725,555,9,80,68,316,273,481,888
61        ,64263,61864,93,1012,1294,2132,1468,81,182263,177700,212,1917,2434,3961,2824,167,1092,6181,6340,31087,23134,51916,63254,61475,83,840,856,1572,980,72,180196,176785,192,1593,1626,2925,1920,156,26189,25175,25,489,500,935,554,23,73270,71320,60,927,963,1768,1085,54,26924,26821,26,63,14,43,48,16,78695,78444,58,166,27,92,128,33,559,557,0,1,1,1,2,0,1707,1700,0,5,2,2,7,0,577,551,1,7,18,23,20,1,1912,1859,5,18,30,41,37,5,3738,3703,6,14,15,28,16,6,11870,11812,14,23,21,43,22,11,3799,3382,4,176,237,395,255,10,9505,8735,11,303,456,720,495,21,1468,1286,21,90,71,147,85,16,3237,2915,44,151,127,259,146,32,949,6107,5845,30809,168,1205,1048,6353,683,4232,4211,20958,11,60,73,308,3,40,17,221,27,307,167,1627,43,206,265,1068,14,57,64,274,22631,51040,6037,10984,13744,34030,260,669,38,95,623,1670,1394,2592,535,1000,1009,389,10,172,438,560,488,9,2067,915,20,324,808,1036,904,11,143,74,495,278,503,876
62        ,266429,258775,1067,6121,466,6210,843,938,710230,697235,1800,10375,820,10428,1587,1429,5446,26005,30808,123288,131916,294741,265854,258357,1066,6074,357,6066,722,937,708876,696252,1798,10269,557,10095,1288,1428,112888,110233,163,2367,125,2394,223,124,299533,294843,376,4109,205,4060,459,265,121908,121219,114,552,23,480,118,45,340772,339231,316,1181,44,959,310,115,6057,5863,28,161,5,162,9,26,13046,12741,33,264,8,267,13,28,459,452,1,5,1,6,1,1,1501,1482,5,10,4,14,4,2,4523,4452,14,49,8,52,13,13,14074,13918,33,109,14,112,25,26,12476,9857,51,2413,155,2552,171,57,23260,19186,96,3760,218,3954,242,104,7543,6281,695,527,40,420,187,671,16690,14851,939,836,64,729,235,888,5393,25969,30564,123128,1006,5978,5322,27743,3785,18112,22588,86945,132,424,674,1920,6,35,26,182,84,519,506,2529,168,552,801,2286,212,349,647,1523,131692,294307,36508,70710,76067,188409,4214,7780,35,103,1365,3755,8920,14331,4583,9219,575,418,1,47,109,144,121,1,1354,983,2,106,263,333,299,1,53,36,244,160,224,434
63        ,824487,802988,3044,12888,5567,17077,6945,2645,2343432,2300133,5650,26783,10866,34559,13956,4409,34026,105653,198617,506046,450267,1123832,822948,802259,3037,12704,4948,16328,6272,2634,2339747,2298415,5636,26338,9358,32748,12306,4389,252492,245509,305,4838,1840,6372,2146,257,737251,721664,926,10910,3751,13860,4552,722,506132,502861,613,2064,594,2215,1037,274,1448436,1440935,1692,4693,1116,4526,2399,718,15174,13901,60,938,275,1188,300,53,38527,35730,122,2107,568,2627,616,105,1374,1341,3,17,13,25,18,1,4935,4858,9,45,23,51,40,5,10637,10508,41,65,23,67,44,27,34725,34407,112,170,36,143,99,73,25846,20142,232,3729,1743,5385,1830,250,52859,42729,378,6690,3062,9608,3206,393,11293,7997,1783,1053,460,1076,897,1772,23014,18092,2397,1723,802,1933,1394,2373,33761,105527,197500,505542,5053,18015,27519,85368,25682,81684,156324,394155,1030,2135,5524,9517,24,86,164,478,236,1318,1375,6554,949,1710,4294,7039,787,579,2300,2431,449635,1122560,67722,149877,342802,893133,11566,27592,67,164,2623,7843,17605,30645,7250,13306,1539,729,7,184,619,749,673,11,3685,1718,14,445,1508,1811,1650,20,265,126,1117,504,632,1272
64        ,143203,138196,254,3057,1696,4535,1914,224,375458,366585,469,5293,3111,7931,3584,377,2845,14796,15371,68839,67926,146120,142710,137995,252,3023,1440,4252,1651,222,374263,366097,464,5236,2466,7242,2926,372,47959,46664,45,909,341,1185,406,48,130488,128243,104,1527,614,1990,765,100,73467,73170,84,181,32,147,98,39,192970,192339,168,399,64,295,232,77,2174,2084,8,58,24,80,26,6,4552,4384,12,106,50,147,59,9,846,834,2,4,6,8,8,2,2838,2809,4,12,13,22,16,4,5707,5626,11,42,28,61,37,10,18004,17846,26,93,39,108,63,23,9348,7132,40,1395,781,2151,806,53,19056,15323,57,2370,1306,3631,1351,70,3209,2485,62,434,228,620,270,64,6355,5153,93,729,380,1049,440,89,2723,14760,14876,68701,326,2119,1836,10191,1983,11075,11097,51527,40,167,187,747,6,33,31,172,127,663,721,3272,153,561,701,2274,88,142,303,518,67742,145799,11325,20382,46857,108235,1523,2772,28,61,1050,2813,5212,8411,1747,3125,493,201,2,34,256,283,263,2,1195,488,5,57,645,689,658,5,122,36,495,138,184,321
65        ,24003,21750,120,821,1312,2058,1387,101,70468,65923,285,1653,2607,4073,2794,236,485,2137,2966,11365,8751,18737,23328,21365,115,697,1151,1790,1209,98,68973,64968,273,1401,2331,3581,2482,227,13461,12093,69,521,778,1262,815,56,40151,37362,186,1031,1572,2507,1668,149,6449,6396,9,31,13,36,21,9,19159,19065,18,56,20,54,42,18,102,100,0,0,2,2,2,0,279,276,0,0,3,3,3,0,215,177,1,5,32,37,32,1,710,624,4,12,70,82,70,4,1030,999,1,10,20,26,24,1,3368,3296,2,27,43,57,56,2,1311,951,11,97,252,341,260,9,3409,2657,26,211,515,708,533,20,760,649,24,33,54,86,55,22,1897,1688,37,64,108,170,110,34,417,2068,2728,11090,184,868,1280,4971,192,956,1217,4875,1,9,5,51,3,14,19,76,10,74,66,397,14,100,79,490,13,47,62,230,8475,18243,4288,8714,3166,7444,42,78,39,85,162,498,521,921,257,503,675,385,5,124,161,268,178,3,1495,955,12,252,276,492,312,9,68,69,238,275,276,494
